Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
9223,The End of Love,9342,9342,0,2013.csv,2013,100%,-
9224,Looking for Maria Sanchez,9338,9338,0,2013.csv,2013,100%,-
9225,The Immortalists,9331,9331,0,2014.csv,2014,100%,-
9226,Milk and Honey,9331,9331,0,2005.csv,2005,100%,-
9227,Better Mus' Come,9318,9318,0,2013.csv,2013,100%,-
9228,Wonderful World,9309,9309,0,2010.csv,2010,100%,-
9229,The City Dark,9269,9269,0,2012.csv,2012,100%,-
9230,Hooligan Sparrow,9263,9263,0,2016.csv,2016,100%,-
9231,The Sacrament,9221,9221,0,2014.csv,2014,100%,-
9232,A Dark Place,9212,0,9212,2019.csv,2019,-,100%
9233,Cracked Up,9197,9197,0,2019.csv,2019,100%,-
9234,Ghost Team One,9195,9195,0,2013.csv,2013,100%,-
9235,Trouble Every Day 2013 Re-release,9189,9189,0,2013.csv,2013,100%,-
9236,Frank & Lola,9188,9188,0,2016.csv,2016,100%,-
9237,The Young Girl and the Monsoon,9186,9186,0,2001.csv,2001,100%,-
9238,The Hollow Point,9149,0,9149,2016.csv,2016,-,100%
9239,Thirst Street,9129,9129,0,2017.csv,2017,100%,-
9240,Cupcakes,9129,9129,0,2015.csv,2015,100%,-
9241,The Ardennes 2016 Re-release,9116,5638,3478,2016.csv,2016,61.8%,38.2%
9242,Faith Connections,9111,9111,0,2014.csv,2014,100%,-
9243,Lycan,9110,9110,0,2017.csv,2017,100%,-
9244,The Eyes,9104,9104,0,2017.csv,2017,100%,-
9245,Julian Schnabel: A Private Portrait,9103,9103,0,2017.csv,2017,100%,-
9246,Decoding Deepak,9100,9100,0,2012.csv,2012,100%,-
9247,Il Posto,9080,9080,0,2002.csv,2002,100%,-
9248,Gerontophilia 2015 Re-release,9074,4916,4158,2015.csv,2015,54.2%,45.8%
9249,El Mar La Mar,9065,9065,0,2018.csv,2018,100%,-
9250,Living Life,9064,9064,0,2005.csv,2005,100%,-
9251,Frantz Fanon: Black Skin White Mask,9025,9025,0,2019.csv,2019,100%,-
9252,Step Up: High Water,9005,9005,0,2018.csv,2018,100%,-
9253,Money Fight,9004,9004,0,2012.csv,2012,100%,-
9254,Station to Station,9000,9000,0,2015.csv,2015,100%,-
9255,Mosquita y Mari,9000,9000,0,2012.csv,2012,100%,-
9256,Zoo Wars,8998,8998,0,2018.csv,2018,100%,-
9257,Revolt,8986,0,8986,2017.csv,2017,-,100%
9258,Survivors Guide To Prison,8982,8982,0,2018.csv,2018,100%,-
9259,Colossal Youth,8968,8331,637,2018.csv,2018,92.9%,7.1%
9260,Big Words,8965,8965,0,2013.csv,2013,100%,-
9261,Three Stars,8942,8942,0,2012.csv,2012,100%,-
9262,Summer of '67,8941,8941,0,2018.csv,2018,100%,-
9263,This is Congo,8905,7051,1854,2018.csv,2018,79.2%,20.8%
9264,B-Side,8870,8870,0,2015.csv,2015,100%,-
9265,The Swenkas,8860,8860,0,2005.csv,2005,100%,-
9266,Missing Young Woman,8858,8858,0,2003.csv,2003,100%,-
9267,The Meanest Man in Texas,8850,8850,0,2019.csv,2019,100%,-
9268,The Pardon,8845,8845,0,2015.csv,2015,100%,-
9269,Providence,8840,8840,0,2016.csv,2016,100%,-
9270,Home Run Showdown,8824,8824,0,2012.csv,2012,100%,-
9271,That Part Feeling - the Universe of Arvo Part,8812,8812,0,2019.csv,2019,100%,-
9272,The Cabinet of Dr. Caligari 2014 Re-release,8811,8811,0,2014.csv,2014,100%,-
9273,Dawn of the Crescent Moon,8799,8799,0,2015.csv,2015,100%,-
9274,Hell Baby,8785,8785,0,2013.csv,2013,100%,-
9275,Bounce: Behind the Velvet Rope,8779,8779,0,2001.csv,2001,100%,-
9276,Evil Remains,8747,8747,0,2004.csv,2004,100%,-
9277,Everything Put Together,8741,2963,5778,2001.csv,2001,33.9%,66.1%
9278,Only When I Dance,8738,8738,0,2010.csv,2010,100%,-
9279,The Man in the White Suit,8718,8718,0,2012.csv,2012,100%,-
9280,Blood Feast,8708,8708,0,2018.csv,2018,100%,-
9281,Amnesia,8700,8700,0,2017.csv,2017,100%,-
9282,Man on a Mission: Richard Garriott's Road to the Stars,8688,8688,0,2012.csv,2012,100%,-
9283,"Small, Beautifully Moving Parts",8631,8631,0,2012.csv,2012,100%,-
9284,Meet Me in Montenegro,8612,8612,0,2015.csv,2015,100%,-
9285,Almost Human,8608,8447,161,2014.csv,2014,98.1%,1.9%
9286,Mojave,8602,8253,349,2016.csv,2016,95.9%,4.1%
9287,Farewell to Hollywood,8601,8601,0,2015.csv,2015,100%,-
9288,General Education,8601,8601,0,2012.csv,2012,100%,-
9289,Kaena: The Prophecy 2004 Re-release,8593,8593,0,2004.csv,2004,100%,-
9290,Lucky,8564,8564,0,2011.csv,2011,100%,-
9291,From the East,8540,8540,0,2016.csv,2016,100%,-
9292,Inspector Maigret,8528,8528,0,2017.csv,2017,100%,-
9293,The Quitter,8512,8512,0,2014.csv,2014,100%,-
9294,The Empty Hours,8478,8244,234,2014.csv,2014,97.2%,2.8%
9295,Furlough,8472,8472,0,2018.csv,2018,100%,-
9296,Zero Day,8466,8466,0,2003.csv,2003,100%,-
9297,Canopy,8462,8462,0,2014.csv,2014,100%,-
9298,The Institute,8445,8445,0,2013.csv,2013,100%,-
9299,We Are the Flesh,8438,8438,0,2017.csv,2017,100%,-
9300,Hello Herman,8437,8437,0,2013.csv,2013,100%,-
9301,Red Hollywood,8426,8426,0,2014.csv,2014,100%,-
9302,The Happy Sad,8395,8395,0,2013.csv,2013,100%,-
9303,Downloaded,8377,8377,0,2013.csv,2013,100%,-
9304,Counting,8374,8374,0,2015.csv,2015,100%,-
9305,Gilbert,8362,8362,0,2017.csv,2017,100%,-
9306,The Rising Place,8360,8360,0,2002.csv,2002,100%,-
9307,Eternity: The Movie,8350,8350,0,2014.csv,2014,100%,-
9308,Gringo Trails,8349,8349,0,2014.csv,2014,100%,-
9309,A Teacher,8348,8348,0,2013.csv,2013,100%,-
9310,Natasha,8325,8325,0,2017.csv,2017,100%,-
9311,The Dead Center,8320,8320,0,2019.csv,2019,100%,-
9312,About Cherry,8315,3003,5312,2012.csv,2012,36.1%,63.9%
9313,Mr. Chibbs,8302,8302,0,2017.csv,2017,100%,-
9314,Served Like a Girl,8290,8290,0,2017.csv,2017,100%,-
9315,We Are Twisted Fucking Sister!,8277,8277,0,2016.csv,2016,100%,-
9316,Life Partners,8265,8265,0,2014.csv,2014,100%,-
9317,Aliyah,8253,8253,0,2013.csv,2013,100%,-
9318,Silicon Cowboys,8239,8239,0,2016.csv,2016,100%,-
9319,Brooklyn Brothers Beat the Best,8210,7466,744,2012.csv,2012,90.9%,9.1%
9320,Spiral,8190,8190,0,2018.csv,2018,100%,-
9321,Jellyfish Eyes,8176,8176,0,2015.csv,2015,100%,-
9322,Anatahan,8171,8171,0,2017.csv,2017,100%,-
9323,Suspended Animation,8169,8169,0,2003.csv,2003,100%,-
9324,The Other Side,8168,8074,94,2016.csv,2016,98.8%,1.2%
9325,Far from Vietnam,8132,8132,0,2013.csv,2013,100%,-
9326,Twist of Faith,8129,8129,0,2005.csv,2005,100%,-
9327,From Nowhere,8109,8109,0,2017.csv,2017,100%,-
9328,Restless City,8100,8100,0,2012.csv,2012,100%,-
9329,Next Year Jerusalem,8093,8093,0,2014.csv,2014,100%,-
9330,In the Mirror of Maya Deren,8077,8077,0,2003.csv,2003,100%,-
9331,Golden Kingdom,8077,8077,0,2016.csv,2016,100%,-
9332,16 Years of Alcohol,8046,8046,0,2005.csv,2005,100%,-
9333,No Turning Back,8042,8042,0,2003.csv,2003,100%,-
9334,Steak (R)evolution,8038,8025,13,2015.csv,2015,99.8%,0.2%
9335,Straight Outta Tompkins,8022,8022,0,2015.csv,2015,100%,-
9336,Occupation: Dreamland,8018,8018,0,2005.csv,2005,100%,-
9337,The Scoundrel's Wife,8018,8018,0,2003.csv,2003,100%,-
9338,Talent Has Hunger,7998,7998,0,2016.csv,2016,100%,-
9339,All About Evil,7995,7995,0,2010.csv,2010,100%,-
9340,One Small Hitch 2015 Re-release,7965,7965,0,2015.csv,2015,100%,-
9341,Roseanne for President!,7960,7960,0,2016.csv,2016,100%,-
9342,Stolen,7943,7943,0,2010.csv,2010,100%,-
9343,A Decent Factory,7925,7925,0,2005.csv,2005,100%,-
9344,Mugabe and the White African,7924,7924,0,2010.csv,2010,100%,-
9345,Angels Are Made Of Light,7919,7919,0,2019.csv,2019,100%,-
9346,Portrait of a Garden,7914,7914,0,2016.csv,2016,100%,-
9347,This Magnificent Cake!,7888,7888,0,2019.csv,2019,100%,-
9348,Bleak Street,7888,0,7888,2015.csv,2015,-,100%
9349,Swept Away,7876,7876,0,2017.csv,2017,100%,-
9350,Zenith,7862,7862,0,2010.csv,2010,100%,-
9351,The Ballad of Lefty Brown,7856,7856,0,2017.csv,2017,100%,-
9352,Ghost Fleet,7850,7850,0,2019.csv,2019,100%,-
9353,Prince of Central Park,7838,7838,0,2000.csv,2000,100%,-
9354,Roadie,7825,7825,0,2012.csv,2012,100%,-
9355,Photographic Memory,7822,7822,0,2012.csv,2012,100%,-
9356,The Great Man,7814,7814,0,2015.csv,2015,100%,-
9357,Archipelago 2014 Re-release,7791,7791,0,2014.csv,2014,100%,-
9358,Old Stone,7768,7476,292,2016.csv,2016,96.2%,3.8%
9359,The Plagiarists,7768,7768,0,2019.csv,2019,100%,-
9360,And While We Were Here,7750,7750,0,2013.csv,2013,100%,-
9361,Come Back to Me,7744,7744,0,2014.csv,2014,100%,-
9362,Young Ones,7740,0,7740,2014.csv,2014,-,100%
9363,Gregory's Girl,7710,7710,0,2019.csv,2019,100%,-
9364,Maurizio Cattelan: Be Right Back,7706,7706,0,2017.csv,2017,100%,-
9365,I Don't Belong Anywhere: The Cinema of Chantal Akerman,7703,7703,0,2016.csv,2016,100%,-
9366,Witness for the Prosecution,7693,0,7693,2003.csv,2003,-,100%
9367,I'll Take Your Dead,7692,7692,0,2019.csv,2019,100%,-
9368,With All Deliberate Speed,7690,7690,0,2004.csv,2004,100%,-
9369,Running Shaadi,7674,0,7674,2017.csv,2017,-,100%
9370,Last Days Here,7643,7643,0,2012.csv,2012,100%,-
9371,Legend of the Mountain,7640,7640,0,2018.csv,2018,100%,-
9372,Wasabi Tuna,7631,7631,0,2004.csv,2004,100%,-
9373,Raman Raghav 2.0,7612,0,7612,2016.csv,2016,-,100%
9374,Area 51,7556,7556,0,2015.csv,2015,100%,-
9375,The Wrong Light,7553,7553,0,2017.csv,2017,100%,-
9376,Controlled Chaos,7549,7549,0,2003.csv,2003,100%,-
9377,Tales from the Script,7535,7535,0,2010.csv,2010,100%,-
9378,Girls Against Boys,7529,7529,0,2013.csv,2013,100%,-
9379,Birthright: A War Story,7519,7519,0,2017.csv,2017,100%,-
9380,Udaan,7461,7461,0,2010.csv,2010,100%,-
9381,The Little Bedroom 2014 Re-release,7440,7440,0,2014.csv,2014,100%,-
9382,Raze,7429,7429,0,2014.csv,2014,100%,-
9383,Bel Borba Aqui,7426,7426,0,2012.csv,2012,100%,-
9384,The Dogwalker,7420,7420,0,2002.csv,2002,100%,-
9385,Rubble Kings,7416,7416,0,2015.csv,2015,100%,-
9386,Price Check,7413,7413,0,2012.csv,2012,100%,-
9387,The Giant Mechanical Man,7396,7396,0,2012.csv,2012,100%,-
9388,Silent Waters,7384,7384,0,2004.csv,2004,100%,-
9389,Desperate Acts of Magic,7373,7373,0,2013.csv,2013,100%,-
9390,Gendernauts: A Journey Through Shifting Identities,7358,7358,0,2000.csv,2000,100%,-
9391,Big Time,7347,7347,0,2017.csv,2017,100%,-
9392,Shoah: Four Sisters,7323,7323,0,2018.csv,2018,100%,-
9393,Beloved Beast,7301,7301,0,2019.csv,2019,100%,-
9394,Dangerous Ishq,7298,0,7298,2012.csv,2012,-,100%
9395,A Piece of Eden,7296,7296,0,2000.csv,2000,100%,-
9396,Gangster's Paradise: Jerusalema 2010 Re-release,7294,7294,0,2010.csv,2010,100%,-
9397,Another WolfCop,7285,7285,0,2017.csv,2017,100%,-
9398,Group,7281,7281,0,2002.csv,2002,100%,-
9399,Indian Point,7251,7251,0,2016.csv,2016,100%,-
9400,Outside Satan,7226,0,7226,2013.csv,2013,-,100%
9401,Tall: The American Skyscraper and Louis Sullivan,7216,7216,0,2018.csv,2018,100%,-
9402,Wake,7212,7212,0,2004.csv,2004,100%,-
9403,I Am Ali,7205,7205,0,2014.csv,2014,100%,-
9404,London River 2011 Re-release,7200,7200,0,2011.csv,2011,100%,-
9405,Happiness Runs,7199,7199,0,2010.csv,2010,100%,-
9406,Antarctic Edge: 70° South,7193,7193,0,2015.csv,2015,100%,-
9407,The Strange Color of Your Body's Tears,7182,7182,0,2014.csv,2014,100%,-
9408,ABCs of Death 2,7171,7171,0,2014.csv,2014,100%,-
9409,It Had to Be You,7162,7162,0,2016.csv,2016,100%,-
9410,"Ugly, Dirty and Bad",7144,7144,0,2016.csv,2016,100%,-
9411,Logan,7137,7137,0,2010.csv,2010,100%,-
9412,The Reagan Show,7109,5500,1609,2017.csv,2017,77.4%,22.6%
9413,Domain 2012 Re-release,7105,7105,0,2012.csv,2012,100%,-
9414,The Jazz Funeral,7103,7103,0,2017.csv,2017,100%,-
9415,The Dark Below,7095,7095,0,2017.csv,2017,100%,-
9416,Painless,7082,7082,0,2018.csv,2018,100%,-
9417,Stage Fright,7078,7078,0,2014.csv,2014,100%,-
9418,Good Neighbours,7072,7072,0,2011.csv,2011,100%,-
9419,In Echo Park,7072,7072,0,2018.csv,2018,100%,-
9420,The Brainwashing of My Dad,7028,7028,0,2016.csv,2016,100%,-
9421,In the Land of Pomegranates,7014,7014,0,2018.csv,2018,100%,-
9422,Corman's World: Exploits of a Hollywood Rebel,7000,7000,0,2011.csv,2011,100%,-
9423,Aristide and the Endless Revolution,6998,6998,0,2005.csv,2005,100%,-
9424,The Brass Teapot,6997,6997,0,2013.csv,2013,100%,-
9425,Gabriel,6959,6959,0,2015.csv,2015,100%,-
9426,"Love, Marilyn",6950,6950,0,2012.csv,2012,100%,-
9427,Los Angeles Plays Itself,6945,6945,0,2004.csv,2004,100%,-
9428,A Kind of Loving,6912,6912,0,2017.csv,2017,100%,-
9429,Assaulted: Civil Rights Under Fire,6905,6905,0,2013.csv,2013,100%,-
9430,Boom Bust Boom,6896,6896,0,2016.csv,2016,100%,-
9431,Misconceptions,6892,6892,0,2010.csv,2010,100%,-
9432,Sal,6883,6883,0,2013.csv,2013,100%,-
9433,The Human Scale,6878,6878,0,2013.csv,2013,100%,-
9434,Duck Butter,6877,6877,0,2018.csv,2018,100%,-
9435,The Sisterhood of Night,6870,6870,0,2015.csv,2015,100%,-
9436,Last Ride 2012 Re-release,6853,6853,0,2012.csv,2012,100%,-
9437,Pursuit of Happiness,6850,6850,0,2003.csv,2003,100%,-
9438,Janie Jones,6840,6840,0,2011.csv,2011,100%,-
9439,Mad Tiger,6823,6823,0,2016.csv,2016,100%,-
9440,"No God, No Master",6796,6796,0,2014.csv,2014,100%,-
9441,Finding Bliss,6783,6783,0,2010.csv,2010,100%,-
9442,Mercy,6780,6780,0,2010.csv,2010,100%,-
9443,Calling All Earthlings,6756,6756,0,2018.csv,2018,100%,-
9444,Dying to Survive 2019 Re-release,6752,6752,0,2019.csv,2019,100%,-
9445,A Whale of a Tale,6747,6747,0,2018.csv,2018,100%,-
9446,Buddha Heads,6739,6739,0,2002.csv,2002,100%,-
9447,Iceman,6719,2138,4581,2018.csv,2018,31.8%,68.2%
9448,Before You Know It,6717,6717,0,2014.csv,2014,100%,-
9449,Regina Spektor Live in London,6684,6684,0,2010.csv,2010,100%,-
9450,Arabian Nights: Volume 3 - The Enchanted One,6681,4502,2179,2015.csv,2015,67.4%,32.6%
9451,Footnotes 2017 Re-release,6660,6660,0,2017.csv,2017,100%,-
9452,Ghost Team,6639,6639,0,2016.csv,2016,100%,-
9453,The Persian Connection,6634,6634,0,2017.csv,2017,100%,-
9454,Breakfast with Curtis,6629,6629,0,2013.csv,2013,100%,-
9455,The Dying of the Light,6627,6627,0,2016.csv,2016,100%,-
9456,Brief Reunion,6601,6601,0,2013.csv,2013,100%,-
9457,Aatsinki: The Story of Arctic Cowboys,6601,6601,0,2014.csv,2014,100%,-
9458,Down the Shore,6558,6558,0,2013.csv,2013,100%,-
9459,Master of the Game,6554,6554,0,2004.csv,2004,100%,-
9460,In Our Nature,6543,6543,0,2012.csv,2012,100%,-
9461,Elizabeth Blue,6542,6542,0,2017.csv,2017,100%,-
9462,Dream Boy,6534,6534,0,2010.csv,2010,100%,-
9463,The Aggressives,6533,6533,0,2005.csv,2005,100%,-
9464,Bloody Angels,6509,6509,0,2001.csv,2001,100%,-
9465,Horse Money,6508,6508,0,2015.csv,2015,100%,-
9466,Jews of Egypt,6505,6505,0,2014.csv,2014,100%,-
9467,The Last Place on Earth,6505,6505,0,2004.csv,2004,100%,-
9468,Windfall,6504,6504,0,2012.csv,2012,100%,-
9469,Ride,6489,0,6489,2015.csv,2015,-,100%
9470,The Beat Hotel,6480,6480,0,2012.csv,2012,100%,-
9471,Santa santita,6470,6470,0,2005.csv,2005,100%,-
9472,Scum,6461,6461,0,2017.csv,2017,100%,-
9473,"White King, Red Rubber, Black Death",6458,6458,0,2005.csv,2005,100%,-
9474,McLibel,6450,4337,2113,2005.csv,2005,67.2%,32.8%
9475,Tu Dors Nicole,6445,5662,783,2015.csv,2015,87.9%,12.1%
9476,The Suicide Theory,6434,6434,0,2015.csv,2015,100%,-
9477,Some Velvet Morning,6420,6420,0,2013.csv,2013,100%,-
9478,100 Bloody Acres,6388,6388,0,2013.csv,2013,100%,-
9479,Forty Guns,6344,0,6344,2002.csv,2002,-,100%
9480,Inescapable,6334,6334,0,2013.csv,2013,100%,-
9481,The Charnel House,6332,6332,0,2016.csv,2016,100%,-
9482,Watercolors,6305,6305,0,2010.csv,2010,100%,-
9483,Dast-neveshtehaa nemisoosand,6295,6295,0,2014.csv,2014,100%,-
9484,Under the Eiffel Tower,6291,6291,0,2019.csv,2019,100%,-
9485,Solitude,6260,6260,0,2005.csv,2005,100%,-
9486,The Skyjacker's Tale,6253,6253,0,2017.csv,2017,100%,-
9487,All My Loved Ones,6237,6237,0,2002.csv,2002,100%,-
9488,One Last Thing,6232,6232,0,2018.csv,2018,100%,-
9489,In the Steps of Trisha Brown,6230,6230,0,2017.csv,2017,100%,-
9490,The Bad Kids,6226,6226,0,2016.csv,2016,100%,-
9491,A Man Vanishes 2012 Re-release,6201,6201,0,2012.csv,2012,100%,-
9492,The Red Chapel,6196,6196,0,2010.csv,2010,100%,-
9493,The Night of the Shooting Stars 2015 Re-release,6186,6186,0,2015.csv,2015,100%,-
9494,The Phantom of Liberty,6172,6172,0,2002.csv,2002,100%,-
9495,Forget Baghdad: Jews and Arabs - The Iraqi Connection,6151,3741,2410,2003.csv,2003,60.8%,39.2%
9496,Sweetwater,6147,6147,0,2013.csv,2013,100%,-
9497,Crazy Eyes,6141,6141,0,2012.csv,2012,100%,-
9498,Relaxer,6133,6133,0,2019.csv,2019,100%,-
9499,Guitar Innovators: John Fahey & Nels Cline,6132,6132,0,2013.csv,2013,100%,-
9500,Scottsboro: An American Tragedy,6123,6123,0,2001.csv,2001,100%,-
9501,"El Sicario, Room 164",6123,6123,0,2011.csv,2011,100%,-
9502,Welcome to Pine Hill,6115,6115,0,2013.csv,2013,100%,-
9503,Arise from Darkness,6112,6112,0,2017.csv,2017,100%,-
9504,Rangrezz,6108,6108,0,2013.csv,2013,100%,-
9505,The Last Fall,6100,6100,0,2012.csv,2012,100%,-
9506,The Last Time I Saw Macao,6095,6095,0,2013.csv,2013,100%,-
9507,The Calling 2003 Re-release,6092,6092,0,2003.csv,2003,100%,-
9508,The Fuzz,6067,6067,0,2017.csv,2017,100%,-
9509,The Miners' Hymns,6051,6051,0,2012.csv,2012,100%,-
9510,The Marquise of O,6048,6048,0,2015.csv,2015,100%,-
9511,Love & Air Sex,6047,6047,0,2014.csv,2014,100%,-
9512,The Family Tree,6035,6035,0,2011.csv,2011,100%,-
9513,Love Object,6028,6028,0,2004.csv,2004,100%,-
9514,BearCity,6000,6000,0,2010.csv,2010,100%,-
9515,Rat,5980,2630,3350,2001.csv,2001,44%,56%
9516,On Wings of Eagles 2017 Re-release,5975,5975,0,2017.csv,2017,100%,-
9517,"Sex, Death and Bowling",5972,5972,0,2015.csv,2015,100%,-
9518,The Playroom,5964,5964,0,2013.csv,2013,100%,-
9519,Cavemen,5948,5948,0,2014.csv,2014,100%,-
9520,Starless Dreams,5937,5937,0,2017.csv,2017,100%,-
9521,American Animal,5928,5928,0,2012.csv,2012,100%,-
9522,Sweethearts of the Prison Rodeo,5922,5922,0,2010.csv,2010,100%,-
9523,I Am MLK Jr.,5918,5918,0,2018.csv,2018,100%,-
9524,Gang of Ghosts,5906,5906,0,2014.csv,2014,100%,-
9525,Slash,5902,5902,0,2016.csv,2016,100%,-
9526,Medeas,5895,5895,0,2015.csv,2015,100%,-
9527,An Actor Prepares,5891,1743,4148,2018.csv,2018,29.6%,70.4%
9528,Infliction,5875,5875,0,2014.csv,2014,100%,-
9529,The Imperialists Are Still Alive!,5874,5874,0,2011.csv,2011,100%,-
9530,Empire of Silver 2011 Re-release,5867,0,5867,2011.csv,2011,-,100%
9531,BuzzKill,5860,5860,0,2012.csv,2012,100%,-
9532,Top Spin,5858,5858,0,2015.csv,2015,100%,-
9533,Bourek,5844,5844,0,2016.csv,2016,100%,-
9534,Shout Gladi Gladi,5839,5839,0,2015.csv,2015,100%,-
9535,Strike! 2000 Re-release,5838,5838,0,2000.csv,2000,100%,-
9536,Mauvais Sang,5812,5812,0,2001.csv,2001,100%,-
9537,Emile,5799,5799,0,2005.csv,2005,100%,-
9538,Five Dances,5788,5788,0,2013.csv,2013,100%,-
9539,Black November,5782,5782,0,2015.csv,2015,100%,-
9540,Undrafted,5777,5777,0,2016.csv,2016,100%,-
9541,Sushi: The Global Catch,5757,5757,0,2012.csv,2012,100%,-
9542,A Dark Truth,5750,5750,0,2013.csv,2013,100%,-
9543,The Overture 2005 Re-release,5740,2254,3486,2005.csv,2005,39.3%,60.7%
9544,Dream,5729,5729,0,2005.csv,2005,100%,-
9545,Klezmer on Fish Street,5724,5724,0,2004.csv,2004,100%,-
9546,Save the Date,5719,5719,0,2012.csv,2012,100%,-
9547,The Wanted 18,5680,5680,0,2015.csv,2015,100%,-
9548,People of a Feather,5677,5677,0,2013.csv,2013,100%,-
9549,The Fall of Night,5673,5673,0,2010.csv,2010,100%,-
9550,Knife Fight,5661,5661,0,2013.csv,2013,100%,-
9551,Papirosen,5658,5658,0,2014.csv,2014,100%,-
9552,This Isn't Funny,5654,5654,0,2015.csv,2015,100%,-
9553,The Roost,5642,5642,0,2005.csv,2005,100%,-
9554,Série noire,5633,5633,0,2019.csv,2019,100%,-
9555,La Chinoise 2017 Re-release,5631,5631,0,2017.csv,2017,100%,-
9556,Elevate,5580,5580,0,2011.csv,2011,100%,-
9557,Our Man in Tehran,5573,5573,0,2015.csv,2015,100%,-
9558,Kid Cannabis,5565,5565,0,2014.csv,2014,100%,-
9559,The Miracle of the Little Prince,5553,5553,0,2019.csv,2019,100%,-
9560,Booker's Place: A Mississippi Story,5549,5549,0,2012.csv,2012,100%,-
9561,American Grindhouse,5529,5529,0,2010.csv,2010,100%,-
9562,Are We Not Cats,5518,5518,0,2018.csv,2018,100%,-
9563,The Living,5514,5514,0,2015.csv,2015,100%,-
9564,Icaros: A Vision,5510,5510,0,2017.csv,2017,100%,-
9565,The First $20 Million Is Always the Hardest,5491,5491,0,2002.csv,2002,100%,-
9566,The Man from Earth: Holocene,5472,5472,0,2017.csv,2017,100%,-
9567,Quattro Noza,5471,5471,0,2005.csv,2005,100%,-
9568,Coming Soon,5453,5453,0,2000.csv,2000,100%,-
9569,Cuban Food Stories,5434,5434,0,2018.csv,2018,100%,-
9570,Flex Is Kings,5418,5418,0,2014.csv,2014,100%,-
9571,Whiz Kids,5386,5386,0,2010.csv,2010,100%,-
9572,The Only Real Game,5384,5384,0,2014.csv,2014,100%,-
9573,Particles of Truth,5348,5348,0,2004.csv,2004,100%,-
9574,"La Commune (Paris, 1871)",5340,5340,0,2003.csv,2003,100%,-
9575,She's Lost Control,5319,5319,0,2015.csv,2015,100%,-
9576,The Time Being,5274,5274,0,2013.csv,2013,100%,-
9577,It's Not Yet Dark,5269,1227,4042,2017.csv,2017,23.3%,76.7%
9578,Killers,5248,0,5248,2014.csv,2014,-,100%
9579,Sarajevo,5247,5247,0,2015.csv,2015,100%,-
9580,Speed-Dating,5240,5240,0,2010.csv,2010,100%,-
9581,Home Room,5216,5216,0,2003.csv,2003,100%,-
9582,The Princess of France,5212,5212,0,2015.csv,2015,100%,-
9583,Death Valley,5211,5211,0,2015.csv,2015,100%,-
9584,In Searching,5210,5210,0,2018.csv,2018,100%,-
9585,Chokehold,5200,5200,0,2019.csv,2019,100%,-
9586,The Gliksmans,5166,5166,0,2019.csv,2019,100%,-
9587,"Vendetta: No Conscience, No Mercy",5161,5161,0,2003.csv,2003,100%,-
9588,Lakeboat,5159,5159,0,2001.csv,2001,100%,-
9589,And They're Off,5154,5154,0,2011.csv,2011,100%,-
9590,100 Acres of Hell,5152,5152,0,2019.csv,2019,100%,-
9591,To Die Is Hard,5129,5129,0,2010.csv,2010,100%,-
9592,Body at Brighton Rock,5123,5123,0,2019.csv,2019,100%,-
9593,Return to Nuke 'Em High Volume 1,5122,5122,0,2014.csv,2014,100%,-
9594,Intersection,5116,5116,0,2018.csv,2018,100%,-
9595,Bad Lucky Goat,5088,5088,0,2017.csv,2017,100%,-
9596,On War 2015 Re-release,5086,5086,0,2015.csv,2015,100%,-
9597,Welcome to Happiness,5083,5083,0,2016.csv,2016,100%,-
9598,2307: Winter's Dream,5078,0,5078,2017.csv,2017,-,100%
9599,Bidder 70,5074,5074,0,2013.csv,2013,100%,-
9600,Tanner Hall,5073,5073,0,2011.csv,2011,100%,-
9601,Notes on an Appearance,5065,5065,0,2018.csv,2018,100%,-
9602,Chulas Fronteras,5021,5021,0,2019.csv,2019,100%,-
